DrugBank ID,OMIM ID
DB00007,D168600
DB00007,D170900
DB00007,D171300
DB00007,D173200
DB00007,D174800
DB00007,D175100
DB00007,D175505
DB00007,D175510
DB00007,D176800
DB00007,D176807
DB00007,D178600
DB00007,D179600
DB00007,D179800
DB00007,D179830
DB00007,D181000
DB00007,D181460
DB00007,D181500
DB00007,D182000
DB00007,D182280
DB00007,D182830
DB00007,D184700
DB00007,D187950
DB00007,D188030
DB00007,D188050
DB00007,D188470
DB00007,D189600
DB00007,D189800
DB00007,D190300
DB00007,D190310
DB00007,D190400
DB00007,D191390
DB00007,D191800
DB00007,D192000
DB00007,D192200
DB00007,D194070
DB00007,D194200
DB00007,D200170
DB00007,D203700
DB00007,D205700
DB00007,D206200
DB00007,D208085
DB00007,D208230
DB00007,D208300
DB00007,D208550
DB00007,D208700
DB00007,D208750
DB00007,D208920
DB00007,D210050
DB00007,D211980
DB00007,D212050
DB00007,D212110
DB00007,D212112
DB00007,D212130
DB00007,D212140
DB00007,D212350
DB00007,D215140
DB00007,D215470
DB00007,D217150
DB00007,D217200
DB00007,D218200
DB00007,D218800
DB00007,D220120
DB00007,D223350
DB00007,D225740
DB00007,D225755
DB00007,D226000
DB00007,D226150
DB00007,D227300
DB00007,D230450
DB00007,D230800
DB00007,D231090
DB00007,D231200
DB00007,D231900
DB00007,D233810
DB00007,D236000
DB00007,D237450
DB00007,D237500
DB00007,D238800
DB00007,D239350
DB00007,D240400
DB00007,D241100
DB00007,D241519
DB00007,D243200
DB00007,D246300
DB00007,D246400
DB00007,D246470
DB00007,D247200
DB00007,D247640
DB00007,D248190
DB00007,D249100
DB00007,D250790
DB00007,D252320
DB00007,D254200
DB00007,D254400
DB00007,D254450
DB00007,D254500
DB00007,D254770
DB00007,D254800
DB00007,D255900
DB00007,D256370
DB00007,D256700
DB00007,D258360
DB00007,D259050
DB00007,D259500
DB00007,D259660
DB00007,D260480
DB00007,D260570
DB00007,D260970
DB00007,D261515
DB00007,D263300
DB00007,D263800
DB00007,D264120
DB00007,D266120
DB00007,D266600
DB00007,D267730
DB00007,D267740
DB00007,D268220
DB00007,D268320
DB00007,D270960
DB00007,D273300
DB00007,D273800
DB00007,D275000
DB00007,D276300
DB00007,D277350
DB00007,D277440
DB00007,D277460
DB00007,D278200
DB00007,D300125
DB00007,D300232
DB00007,D300491
DB00007,D300494
DB00007,D303110
DB00007,D304790
DB00007,D304900
DB00007,D305300
DB00007,D308205
DB00007,D308350
DB00007,D308600
DB00007,D310468
DB00007,D311360
DB00007,D312910
DB00007,D540000
DB00007,D600082
DB00007,D600131
DB00007,D600263
DB00007,D600351
DB00007,D600496
DB00007,D600631
DB00007,D600634
DB00007,D600803
DB00007,D600807
DB00007,D600808
DB00007,D601004
DB00007,D601042
DB00007,D601367
DB00007,D601518
DB00007,D601608
DB00007,D601626
DB00007,D601665
DB00007,D601682
DB00007,D602068
DB00007,D602080
DB00007,D602522
DB00007,D603165
DB00007,D604278
DB00007,D604416
DB00007,D604827
DB00007,D605021
DB00007,D605055
DB00007,D605839
DB00007,D606703
DB00007,D606798
DB00007,D606842
DB00007,D607225
DB00007,D607459
DB00007,D607498
DB00007,D607499
DB00007,D607501
DB00007,D607508
DB00007,D607516
DB00007,D607554
DB00007,D607628
DB00007,D607631
DB00007,D607681
DB00007,D607682
DB00007,D607685
DB00007,D607850
DB00007,D608033
DB00007,D608088
DB00007,D608105
DB00007,D608217
DB00007,D608320
DB00007,D608583
DB00007,D608622
DB00010,D102100
DB00010,D102300
DB00010,D102400
DB00010,D102500
DB00010,D103100
DB00010,D103780
DB00010,D104130
DB00010,D104300
DB00010,D106400
DB00010,D107320
DB00010,D107550
DB00010,D107650
DB00010,D109100
DB00010,D109200
DB00010,D109350
DB00010,D109543
DB00010,D109800
DB00010,D110100
DB00010,D113610
DB00010,D114480
DB00010,D114500
DB00010,D114550
DB00010,D114580
DB00010,D115000
DB00010,D115195
DB00010,D115300
DB00010,D115645
DB00010,D119500
DB00010,D121200
DB00010,D121201
DB00010,D125310
DB00010,D125320
DB00010,D125600
DB00010,D125700
DB00010,D125850
DB00010,D125851
DB00010,D125852
DB00010,D125853
DB00010,D126200
DB00010,D127350
DB00010,D127750
DB00010,D128101
DB00010,D131200
DB00010,D131300
DB00010,D131440
DB00010,D132090
DB00010,D132100
DB00010,D132300
DB00010,D133239
DB00010,D133600
DB00010,D133690
DB00010,D134430
DB00010,D134500
DB00010,D134510
DB00010,D134520
DB00010,D134750
DB00010,D135550
DB00010,D136200
DB00010,D137215
DB00010,D137400
DB00010,D137580
DB00010,D137750
DB00010,D137760
DB00010,D137800
DB00010,D138800
DB00010,D140300
DB00010,D140600
DB00010,D140850
DB00010,D143100
DB00010,D143465
DB00010,D143500
DB00010,D143880
DB00010,D144010
DB00010,D144110
DB00010,D144650
DB00010,D144700
DB00010,D145100
DB00010,D145200
DB00010,D145500
DB00010,D145590
DB00010,D145600
DB00010,D146110
DB00010,D146255
DB00010,D146500
DB00010,D146850
DB00010,D147480
DB00010,D147530
DB00010,D147540
DB00010,D148000
DB00010,D148100
DB00010,D150600
DB00010,D150699
DB00010,D151400
DB00010,D151590
DB00010,D152700
DB00010,D153880
DB00010,D154276
DB00010,D155100
DB00010,D155600
DB00010,D155601
DB00010,D156000
DB00010,D156190
DB00010,D157300
DB00010,D157700
DB00010,D157950
DB00010,D158280
DB00010,D160300
DB00010,D160750
DB00010,D161900
DB00010,D164230
DB00010,D165150
DB00010,D165199
DB00010,D165720
DB00010,D166300
DB00010,D166710
DB00010,D166760
DB00010,D167320
DB00010,D167870
DB00010,D168100
DB00010,D168600
DB00010,D170900
DB00010,D171300
DB00010,D173200
DB00010,D174800
DB00010,D175100
DB00010,D175505
DB00010,D175510
DB00010,D176800
DB00010,D176807
DB00010,D178600
DB00010,D179600
DB00010,D179800
DB00010,D179830
DB00010,D181000
DB00010,D181460
DB00010,D181500
DB00010,D182000
DB00010,D182280
DB00010,D182830
DB00010,D184700
DB00010,D187950
DB00010,D188030
DB00010,D188050
DB00010,D188470
DB00010,D189600
DB00010,D189800
DB00010,D190300
DB00010,D190310
DB00010,D190400
DB00010,D191390
DB00010,D191800
DB00010,D192000
DB00010,D192200
DB00010,D194070
DB00010,D194200
DB00010,D200170
DB00010,D203700
DB00010,D205700
DB00010,D206200
DB00010,D208085
DB00010,D208230
DB00010,D208300
DB00010,D208550
DB00010,D208700
DB00010,D208750
DB00010,D208920
DB00010,D210050
DB00010,D211980
DB00010,D212050
DB00010,D212110
DB00010,D212112
DB00010,D212130
DB00010,D212140
DB00010,D212350
DB00010,D215140
DB00010,D215470
DB00010,D217150
DB00010,D217200
DB00010,D218200
DB00010,D218800
DB00010,D220120
DB00010,D223350
DB00010,D225740
DB00010,D225755
DB00010,D226000
DB00010,D226150
DB00010,D227300
DB00010,D230450
DB00010,D230800
DB00010,D231090
DB00010,D231200
DB00010,D231900
DB00010,D233810
DB00010,D236000
DB00010,D237450
DB00010,D237500
DB00010,D238800
DB00010,D239350
DB00010,D240400
DB00010,D241100
DB00010,D241519
DB00010,D243200
DB00010,D246300
DB00010,D246400
DB00010,D246470
DB00010,D247200
DB00010,D247640
DB00010,D248190
DB00010,D249100
DB00010,D250790
DB00010,D252320
DB00010,D254200
DB00010,D254400
DB00010,D254450
DB00010,D254500
DB00010,D254770
DB00010,D254800
DB00010,D255900
DB00010,D256370
DB00010,D256700
DB00010,D258360
DB00010,D259050
DB00010,D259500
DB00010,D259660
DB00010,D260480
DB00010,D260570
DB00010,D260970
DB00010,D261515
DB00010,D263300
DB00010,D263800
DB00010,D264120
DB00010,D266120
DB00010,D266600
DB00010,D267730
DB00010,D267740
DB00010,D268220
DB00010,D268320
DB00010,D270960
DB00010,D273300
DB00010,D273800
DB00010,D275000
DB00010,D276300
DB00010,D277350
DB00010,D277440
DB00010,D277460
DB00010,D278200
DB00010,D300125
DB00010,D300232
DB00010,D300491
DB00010,D300494
DB00010,D303110
DB00010,D304790
DB00010,D304900
DB00010,D305300
DB00010,D308205
DB00010,D308350
DB00010,D308600
DB00010,D310468
DB00010,D311360
DB00010,D312910
DB00010,D540000
DB00010,D600082
DB00010,D600131
DB00010,D600263
DB00010,D600351
DB00010,D600496
DB00010,D600631
DB00010,D600634
DB00010,D600803
DB00010,D600807
DB00010,D600808
DB00010,D601004
DB00010,D601042
DB00010,D601367
DB00010,D601518
DB00010,D601608
DB00010,D601626
DB00010,D601665
DB00010,D601682
DB00010,D602068
DB00010,D602080
DB00010,D602522
DB00010,D603165
DB00010,D604278
DB00010,D604416
DB00010,D604827
DB00010,D605021
DB00010,D605055
DB00010,D605839
DB00010,D606703
DB00010,D606798
DB00010,D606842
DB00010,D607225
DB00010,D607459
DB00010,D607498
DB00010,D607499
DB00010,D607501
DB00010,D607508
DB00010,D607516
DB00010,D607554
DB00010,D607628
DB00010,D607631
DB00010,D607681
DB00010,D607682
DB00010,D607685
DB00010,D607850
DB00010,D608033
DB00010,D608088
DB00010,D608105
DB00010,D608217
DB00010,D608320
DB00010,D608583
DB00010,D608622
DB00017,D102100
DB00017,D102300
DB00017,D102400
DB00017,D102500
DB00017,D103100
DB00017,D103780
DB00017,D104130
DB00017,D104300
DB00017,D106400
DB00017,D107320
DB00017,D107550
DB00017,D107650
DB00017,D109100
DB00017,D109200
DB00017,D109350
DB00017,D109543
DB00017,D109800
DB00017,D110100
DB00017,D113610
DB00017,D114480
DB00017,D114500
DB00017,D114550
DB00017,D114580
DB00017,D115000
DB00017,D115195
DB00017,D115300
DB00017,D115645
DB00017,D119500
DB00017,D121200
DB00017,D121201
DB00017,D125310
DB00017,D125320
DB00017,D125600
DB00017,D125700
DB00017,D125850
DB00017,D125851
DB00017,D125852
DB00017,D125853
DB00017,D126200
DB00017,D127350
DB00017,D127750
DB00017,D128101
DB00017,D131200
DB00017,D131300
DB00017,D131440
DB00017,D132090
DB00017,D132100
DB00017,D132300
DB00017,D133239
DB00017,D133600
DB00017,D133690
DB00017,D134430
DB00017,D134500
DB00017,D134510
DB00017,D134520
DB00017,D134750
DB00017,D135550
DB00017,D136200
DB00017,D137215
DB00017,D137400
DB00017,D137580
DB00017,D137750
DB00017,D137760
DB00017,D137800
DB00017,D138800
DB00017,D140300
DB00017,D140600
DB00017,D140850
DB00017,D143100
DB00017,D143465
DB00017,D143500
DB00017,D143880
DB00017,D144010
DB00017,D144110
DB00017,D144650
DB00017,D144700
DB00017,D145100
DB00017,D145200
DB00017,D145500
DB00017,D145590
DB00017,D145600
DB00017,D146110
DB00017,D146255
DB00017,D146500
DB00017,D146850
DB00017,D147480
DB00017,D147530
DB00017,D147540
DB00017,D148000
DB00017,D148100
DB00017,D150600
DB00017,D150699
DB00017,D151400
DB00017,D151590
DB00017,D152700
DB00017,D153880
DB00017,D154276
DB00017,D155100
DB00017,D155600
DB00017,D155601
DB00017,D156000
DB00017,D156190
DB00017,D157300
DB00017,D157700
DB00017,D157950
DB00017,D158280
DB00017,D160300
DB00017,D160750
DB00017,D161900
DB00017,D164230
DB00017,D165150
DB00017,D165199
DB00017,D165720
DB00017,D166300
DB00017,D166710
DB00017,D166760
DB00017,D167320
DB00017,D167870
DB00017,D168100
DB00017,D168600
DB00017,D170900
DB00017,D171300
DB00017,D173200
DB00017,D174800
DB00017,D175100
DB00017,D175505
DB00017,D175510
DB00017,D176800
DB00017,D176807
DB00017,D178600
DB00017,D179600
DB00017,D179800
DB00017,D179830
DB00017,D181000
DB00017,D181460
DB00017,D181500
DB00017,D182000
DB00017,D182280
DB00017,D182830
DB00017,D184700
DB00017,D187950
DB00017,D188030
DB00017,D188050
DB00017,D188470
DB00017,D189600
DB00017,D189800
DB00017,D190300
DB00017,D190310
DB00017,D190400
DB00017,D191390
DB00017,D191800
DB00017,D192000
DB00017,D192200
DB00017,D194070
DB00017,D194200
DB00017,D200170
DB00017,D203700
DB00017,D205700
DB00017,D206200
DB00017,D208085
DB00017,D208230
DB00017,D208300
DB00017,D208550
DB00017,D208700
DB00017,D208750
DB00017,D208920
DB00017,D210050
DB00017,D211980
DB00017,D212050
DB00017,D212110
DB00017,D212112
DB00017,D212130
DB00017,D212140
DB00017,D212350
DB00017,D215140
DB00017,D215470
DB00017,D217150
DB00017,D217200
DB00017,D218200
DB00017,D218800
DB00017,D220120
DB00017,D223350
DB00017,D225740
DB00017,D225755
DB00017,D226000
DB00017,D226150
DB00017,D227300
DB00017,D230450
DB00017,D230800
DB00017,D231090
DB00017,D231200
DB00017,D231900
DB00017,D233810
DB00017,D236000
DB00017,D237450
DB00017,D237500
DB00017,D238800
DB00017,D239350
DB00017,D240400
DB00017,D241100
DB00017,D241519
DB00017,D243200
DB00017,D246300
DB00017,D246400
DB00017,D246470
DB00017,D247200
DB00017,D247640
DB00017,D248190
DB00017,D249100
DB00017,D250790
DB00017,D252320
DB00017,D254200
DB00017,D254400
DB00017,D254450
DB00017,D254500
DB00017,D254770
DB00017,D254800
DB00017,D255900
DB00017,D256370
DB00017,D256700
DB00017,D258360
DB00017,D259050
DB00017,D259500
DB00017,D259660
DB00017,D260480
DB00017,D260570
DB00017,D260970
DB00017,D261515
DB00017,D263300
DB00017,D263800
DB00017,D264120
DB00017,D266120
DB00017,D266600
DB00017,D267730
DB00017,D267740
DB00017,D268220
DB00017,D268320
DB00017,D270960
DB00017,D273300
DB00017,D273800
DB00017,D275000
DB00017,D276300
DB00017,D277350
DB00017,D277440
DB00017,D277460
DB00017,D278200
DB00017,D300125
DB00017,D300232
DB00017,D300491
DB00017,D300494
DB00017,D303110
DB00017,D304790
DB00017,D304900
DB00017,D305300
DB00017,D308205
DB00017,D308350
DB00017,D308600
DB00017,D310468
DB00017,D311360
DB00017,D312910
DB00017,D540000
DB00017,D600082
DB00017,D600131
DB00017,D600263
DB00017,D600351
DB00017,D600496
DB00017,D600631
DB00017,D600634
DB00017,D600803
DB00017,D600807
DB00017,D600808
DB00017,D601004
DB00017,D601042
DB00017,D601367
DB00017,D601518
DB00017,D601608
DB00017,D601626
DB00017,D601665
DB00017,D601682
DB00017,D602068
DB00017,D602080
DB00017,D602522
DB00017,D603165
DB00017,D604278
DB00017,D604416
DB00017,D604827
DB00017,D605021
DB00017,D605055
DB00017,D605839
DB00017,D606703
DB00017,D606798
DB00017,D606842
DB00017,D607225
DB00017,D607459
DB00017,D607498
DB00017,D607499
DB00017,D607501
DB00017,D607508
DB00017,D607516
DB00017,D607554
DB00017,D607628
DB00017,D607631
DB00017,D607681
DB00017,D607682
DB00017,D607685
DB00017,D607850
DB00017,D608033
DB00017,D608088
DB00017,D608105
DB00017,D608217
DB00017,D608320
DB00017,D608583
DB00017,D608622
DB00035,D125853
DB00067,D125853
DB00067,D607499
DB00091,D104300
DB00091,D607499
DB00104,D102100
DB00104,D102300
DB00104,D102400
DB00104,D102500
DB00104,D103100
DB00104,D103780
DB00104,D104130
DB00104,D104300
DB00104,D106400
DB00104,D107320
DB00104,D107550
DB00104,D107650
DB00104,D109100
DB00104,D109200
DB00104,D109350
DB00104,D109543
DB00104,D109800
DB00104,D110100
DB00104,D113610
DB00104,D114480
DB00104,D114500
DB00104,D114550
DB00104,D114580
DB00104,D115000
DB00104,D115195
DB00104,D115300
DB00104,D115645
DB00104,D119500
DB00104,D121200
DB00104,D121201
DB00104,D125310
DB00104,D125320
DB00104,D125600
DB00104,D125700
DB00104,D125850
DB00104,D125851
DB00104,D125852
DB00104,D125853
DB00104,D126200
DB00104,D127350
DB00104,D127750
DB00104,D128101
DB00104,D131200
DB00104,D131300
DB00104,D131440
DB00104,D132090
DB00104,D132100
DB00104,D132300
DB00104,D133239
DB00104,D133600
DB00104,D133690
DB00104,D134430
DB00104,D134500
DB00104,D134510
DB00104,D134520
DB00104,D134750
DB00104,D135550
DB00104,D136200
DB00104,D137215
DB00104,D137400
DB00104,D137580
DB00104,D137750
DB00104,D137760
DB00104,D137800
DB00104,D138800
DB00104,D140300
DB00104,D140600
DB00104,D140850
DB00104,D143100
DB00104,D143465
DB00104,D143500
DB00104,D143880
DB00104,D144010
DB00104,D144110
DB00104,D144650
DB00104,D144700
DB00104,D145100
DB00104,D145200
DB00104,D145500
DB00104,D145590
DB00104,D145600
DB00104,D146110
DB00104,D146255
DB00104,D146500
DB00104,D146850
DB00104,D147480
DB00104,D147530
DB00104,D147540
DB00104,D148000
DB00104,D148100
DB00104,D150600
DB00104,D150699
DB00104,D151400
DB00104,D151590
DB00104,D152700
DB00104,D153880
DB00104,D154276
DB00104,D155100
DB00104,D155600
DB00104,D155601
DB00104,D156000
DB00104,D156190
DB00104,D157300
DB00104,D157700
DB00104,D157950
DB00104,D158280
DB00104,D160300
DB00104,D160750
DB00104,D161900
DB00104,D164230
DB00104,D165150
DB00104,D165199
DB00104,D165720
DB00104,D166300
DB00104,D166710
DB00104,D166760
DB00104,D167320
DB00104,D167870
DB00104,D168100
DB00104,D168600
DB00104,D170900
DB00104,D171300
DB00104,D173200
DB00104,D174800
DB00104,D175100
DB00104,D175505
DB00104,D175510
DB00104,D176800
DB00104,D176807
DB00104,D178600
DB00104,D179600
DB00104,D179800
DB00104,D179830
DB00104,D181000
DB00104,D181460
DB00104,D181500
DB00104,D182000
DB00104,D182280
DB00104,D182830
DB00104,D184700
DB00104,D187950
DB00104,D188030
DB00104,D188050
DB00104,D188470
DB00104,D189600
DB00104,D189800
DB00104,D190300
DB00104,D190310
DB00104,D190400
DB00104,D191390
DB00104,D191800
DB00104,D192000
DB00104,D192200
DB00104,D194070
DB00104,D194200
DB00104,D200170
DB00104,D203700
DB00104,D205700
DB00104,D206200
DB00104,D208085
DB00104,D208230
DB00104,D208300
DB00104,D208550
DB00104,D208700
DB00104,D208750
DB00104,D208920
DB00104,D210050
DB00104,D211980
DB00104,D212050
DB00104,D212110
DB00104,D212112
DB00104,D212130
DB00104,D212140
DB00104,D212350
DB00104,D215140
DB00104,D215470
DB00104,D217150
DB00104,D217200
DB00104,D218200
DB00104,D218800
DB00104,D220120
DB00104,D223350
DB00104,D225740
DB00104,D225755
DB00104,D226000
DB00104,D226150
DB00104,D227300
DB00104,D230450
DB00104,D230800
DB00104,D231090
DB00104,D231200
DB00104,D231900
DB00104,D233810
DB00104,D236000
DB00104,D237450
DB00104,D237500
DB00104,D238800
DB00104,D239350
DB00104,D240400
DB00104,D241100
DB00104,D241519
DB00104,D243200
DB00104,D246300
DB00104,D246400
DB00104,D246470
DB00104,D247200
DB00104,D247640
DB00104,D248190
DB00104,D249100
DB00104,D250790
DB00104,D252320
DB00104,D254200
DB00104,D254400
DB00104,D254450
DB00104,D254500
DB00104,D254770
DB00104,D254800
DB00104,D255900
DB00104,D256370
DB00104,D256700
DB00104,D258360
DB00104,D259050
DB00104,D259500
DB00104,D259660
DB00104,D260480
DB00104,D260570
DB00104,D260970
DB00104,D261515
DB00104,D263300
DB00104,D263800
DB00104,D264120
DB00104,D266120
DB00104,D266600
DB00104,D267730
DB00104,D267740
DB00104,D268220
DB00104,D268320
DB00104,D270960
DB00104,D273300
DB00104,D273800
DB00104,D275000
DB00104,D276300
DB00104,D277350
DB00104,D277440
DB00104,D277460
DB00104,D278200
DB00104,D300125
DB00104,D300232
DB00104,D300491
DB00104,D300494
DB00104,D303110
DB00104,D304790
DB00104,D304900
DB00104,D305300
DB00104,D308205
DB00104,D308350
DB00104,D308600
DB00104,D310468
DB00104,D311360
DB00104,D312910
DB00104,D540000
DB00104,D600082
DB00104,D600131
DB00104,D600263
DB00104,D600351
DB00104,D600496
DB00104,D600631
DB00104,D600634
DB00104,D600803
DB00104,D600807
DB00104,D600808
DB00104,D601004
DB00104,D601042
DB00104,D601367
DB00104,D601518
DB00104,D601608
DB00104,D601626
DB00104,D601665
DB00104,D601682
DB00104,D602068
DB00104,D602080
DB00104,D602522
DB00104,D603165
DB00104,D604278
DB00104,D604416
DB00104,D604827
DB00104,D605021
DB00104,D605055
DB00104,D605839
DB00104,D606703
DB00104,D606798
DB00104,D606842
DB00104,D607225
DB00104,D607459
DB00104,D607498
DB00104,D607499
DB00104,D607501
DB00104,D607508
DB00104,D607516
DB00104,D607554
DB00104,D607628
DB00104,D607631
DB00104,D607681
DB00104,D607682
DB00104,D607685
DB00104,D607850
DB00104,D608033
DB00104,D608088
DB00104,D608105
DB00104,D608217
DB00104,D608320
DB00104,D608583
DB00104,D608622
DB00114,D102300
DB00114,D104300
DB00114,D115300
DB00114,D125320
DB00114,D128101
DB00114,D147530
DB00114,D155100
DB00114,D156000
DB00114,D156190
DB00114,D157950
DB00114,D165150
DB00114,D167320
DB00114,D168600
DB00114,D170900
DB00114,D181500
DB00114,D208300
DB00114,D212140
DB00114,D230450
DB00114,D233810
DB00114,D237500
DB00114,D239350
DB00114,D241100
DB00114,D243200
DB00114,D246300
DB00114,D248190
DB00114,D259660
DB00114,D260970
DB00114,D266600
DB00114,D268220
DB00114,D268320
DB00114,D273300
DB00115,D109100
DB00115,D155100
DB00122,D104300
DB00122,D125320
DB00122,D137580
DB00122,D147530
DB00122,D155100
DB00122,D165720
DB00122,D181500
DB00122,D208700
DB00122,D212140
DB00122,D268220
DB00125,D102100
DB00125,D102300
DB00125,D102400
DB00125,D102500
DB00125,D103100
DB00125,D103780
DB00125,D104130
DB00125,D104300
DB00125,D106400
DB00125,D107320
DB00125,D107550
DB00125,D107650
DB00125,D109100
DB00125,D109200
DB00125,D109350
DB00125,D109543
DB00125,D109800
DB00125,D110100
DB00125,D113610
DB00125,D114480
DB00125,D114500
DB00125,D114550
DB00125,D114580
DB00125,D115000
DB00125,D115195
DB00125,D115300
DB00125,D115645
DB00125,D119500
DB00125,D121200
DB00125,D121201
DB00125,D125310
DB00125,D125320
DB00125,D125600
DB00125,D125700
DB00125,D125850
DB00125,D125851
DB00125,D125852
DB00125,D125853
DB00125,D126200
DB00125,D127350
DB00125,D127750
DB00125,D128101
DB00125,D131200
DB00125,D131300
DB00125,D131440
DB00125,D132090
DB00125,D132100
DB00125,D132300
DB00125,D133239
DB00125,D133600
DB00125,D133690
DB00125,D134430
DB00125,D134500
DB00125,D134510
DB00125,D134520
DB00125,D134750
DB00125,D135550
DB00125,D136200
DB00125,D137215
DB00125,D137400
DB00125,D137580
DB00125,D137750
DB00125,D137760
DB00125,D137800
DB00125,D138800
DB00125,D140300
DB00125,D140600
DB00125,D140850
DB00125,D143100
DB00125,D143465
DB00125,D143500
DB00125,D143880
DB00125,D144010
DB00125,D144110
DB00125,D144650
DB00125,D144700
DB00125,D145100
DB00125,D145200
DB00125,D145500
DB00125,D145590
DB00125,D145600
DB00125,D146110
DB00125,D146255
DB00125,D146500
DB00125,D146850
DB00125,D147480
DB00125,D147530
DB00125,D147540
DB00125,D148000
DB00125,D148100
DB00125,D150600
DB00125,D150699
DB00125,D151400
DB00125,D151590
DB00125,D152700
DB00125,D153880
DB00125,D154276
DB00125,D155100
DB00125,D155600
DB00125,D155601
DB00125,D156000
DB00125,D156190
DB00125,D157300
DB00125,D157700
DB00125,D157950
DB00125,D158280
DB00125,D160300
DB00125,D160750
DB00125,D161900
DB00125,D164230
DB00125,D165150
DB00125,D165199
DB00125,D165720
DB00125,D166300
DB00125,D166710
DB00125,D166760
DB00125,D167320
DB00125,D167870
DB00125,D168100
DB00125,D168600
DB00125,D170900
DB00125,D171300
DB00125,D173200
DB00125,D174800
DB00125,D175100
DB00125,D175505
DB00125,D175510
DB00125,D176800
DB00125,D176807
DB00125,D178600
DB00125,D179600
DB00125,D179800
DB00125,D179830
DB00125,D181000
DB00125,D181460
DB00125,D181500
DB00125,D182000
DB00125,D182280
DB00125,D182830
DB00125,D184700
DB00125,D187950
DB00125,D188030
DB00125,D188050
DB00125,D188470
DB00125,D189600
DB00125,D189800
DB00125,D190300
DB00125,D190310
DB00125,D190400
DB00125,D191390
DB00125,D191800
DB00125,D192000
DB00125,D192200
DB00125,D194070
DB00125,D194200
DB00125,D200170
DB00125,D203700
DB00125,D205700
DB00125,D206200
DB00125,D208085
DB00125,D208230
DB00125,D208300
DB00125,D208550
DB00125,D208700
DB00125,D208750
DB00125,D208920
DB00125,D210050
DB00125,D211980
DB00125,D212050
DB00125,D212110
DB00125,D212112
DB00125,D212130
DB00125,D212140
DB00125,D212350
DB00125,D215140
DB00125,D215470
DB00125,D217150
DB00125,D217200
DB00125,D218200
DB00125,D218800
DB00125,D220120
DB00125,D223350
DB00125,D225740
DB00125,D225755
DB00125,D226000
DB00125,D226150
DB00125,D227300
DB00125,D230450
DB00125,D230800
DB00125,D231090
DB00125,D231200
DB00125,D231900
DB00125,D233810
DB00125,D236000
DB00125,D237450
DB00125,D237500
DB00125,D238800
DB00125,D239350
DB00125,D240400
DB00125,D241100
DB00125,D241519
DB00125,D243200
DB00125,D246300
DB00125,D246400
DB00125,D246470
DB00125,D247200
DB00125,D247640
DB00125,D248190
DB00125,D249100
DB00125,D250790
DB00125,D252320
DB00125,D254200
DB00125,D254400
DB00125,D254450
DB00125,D254500
DB00125,D254770
DB00125,D254800
DB00125,D255900
DB00125,D256370
DB00125,D256700
DB00125,D258360
DB00125,D259050
DB00125,D259500
DB00125,D259660
DB00125,D260480
DB00125,D260570
DB00125,D260970
DB00125,D261515
DB00125,D263300
DB00125,D263800
DB00125,D264120
DB00125,D266120
DB00125,D266600
DB00125,D267730
DB00125,D267740
DB00125,D268220
DB00125,D268320
DB00125,D270960
DB00125,D273300
DB00125,D273800
DB00125,D275000
DB00125,D276300
DB00125,D277350
DB00125,D277440
DB00125,D277460
DB00125,D278200
DB00125,D300125
DB00125,D300232
DB00125,D300491
DB00125,D300494
DB00125,D303110
DB00125,D304790
