DrugBank ID,OMIM ID
DB00246,D255900
DB00246,D256370
DB00246,D257200
DB00246,D257220
DB00246,D258360
DB00246,D259050
DB00246,D259500
DB00246,D259660
DB00246,D260300
DB00246,D260480
DB00246,D260570
DB00246,D260970
DB00246,D261100
DB00246,D261515
DB00246,D263300
DB00246,D263800
DB00246,D264120
DB00246,D264700
DB00246,D265400
DB00246,D266120
DB00246,D266600
DB00246,D267730
DB00246,D267740
DB00246,D268220
DB00246,D268320
DB00246,D270960
DB00246,D273300
DB00246,D273800
DB00246,D275000
DB00246,D276300
DB00246,D277350
DB00246,D277440
DB00246,D277460
DB00246,D277480
DB00246,D277730
DB00246,D277900
DB00246,D278200
DB00246,D300100
DB00246,D300125
DB00246,D300136
DB00246,D300232
DB00246,D300425
DB00246,D300491
DB00246,D300494
DB00246,D300495
DB00246,D300496
DB00246,D303110
DB00246,D304790
DB00246,D304900
DB00246,D305300
DB00246,D307700
DB00246,D308205
DB00246,D308350
DB00246,D308600
DB00246,D310468
DB00246,D311360
DB00246,D312910
DB00246,D540000
DB00246,D556500
DB00246,D600081
DB00246,D600082
DB00246,D600116
DB00246,D600131
DB00246,D600263
DB00246,D600319
DB00246,D600351
DB00246,D600467
DB00246,D600496
DB00246,D600631
DB00246,D600634
DB00246,D600803
DB00246,D600807
DB00246,D600808
DB00246,D601004
DB00246,D601042
DB00246,D601208
DB00246,D601318
DB00246,D601367
DB00246,D601518
DB00246,D601608
DB00246,D601626
DB00246,D601665
DB00246,D601666
DB00246,D601682
DB00246,D601744
DB00246,D601887
DB00246,D601888
DB00246,D601941
DB00246,D601942
DB00246,D602068
DB00246,D602080
DB00246,D602096
DB00246,D602134
DB00246,D602404
DB00246,D602439
DB00246,D602522
DB00246,D603165
DB00246,D603266
DB00246,D603388
DB00246,D604302
DB00246,D604416
DB00246,D604827
DB00246,D605021
DB00246,D605055
DB00246,D605218
DB00246,D605480
DB00246,D605526
DB00246,D605804
DB00246,D605805
DB00246,D605839
DB00246,D605841
DB00246,D605844
DB00246,D606054
DB00246,D606324
DB00246,D606369
DB00246,D606703
DB00246,D606764
DB00246,D606798
DB00246,D606889
DB00246,D607060
DB00246,D607154
DB00246,D607202
DB00246,D607225
DB00246,D607373
DB00246,D607411
DB00246,D607459
DB00246,D607498
DB00246,D607499
DB00246,D607501
DB00246,D607508
DB00246,D607516
DB00246,D607554
DB00246,D607616
DB00246,D607625
DB00246,D607628
DB00246,D607631
DB00246,D607681
DB00246,D607682
DB00246,D607685
DB00246,D607688
DB00246,D607822
DB00246,D607850
DB00246,D608013
DB00246,D608033
DB00246,D608049
DB00246,D608088
DB00246,D608105
DB00246,D608217
DB00246,D608232
DB00246,D608266
DB00246,D608320
DB00246,D608437
DB00246,D608456
DB00246,D608583
DB00246,D608622
DB00246,D608636
DB00246,D608895
DB00246,D608907
DB00248,D102300
DB00248,D102400
DB00248,D104300
DB00248,D104310
DB00248,D125320
DB00248,D125700
DB00248,D126200
DB00248,D127750
DB00248,D144650
DB00248,D147530
DB00248,D155600
DB00248,D156000
DB00248,D158280
DB00248,D166710
DB00248,D178600
DB00248,D181500
DB00248,D208300
DB00248,D230450
DB00248,D233810
DB00248,D237500
DB00248,D238800
DB00248,D258360
DB00248,D260300
DB00248,D266600
DB00248,D268220
DB00248,D273300
DB00248,D277900
DB00248,D300425
DB00248,D601626
DB00248,D603165
DB00252,D143500
DB00252,D143890
DB00253,D104300
DB00253,D144650
DB00253,D166710
DB00253,D181500
DB00253,D208300
DB00253,D277900
DB00255,D107650
DB00255,D127750
DB00255,D144650
DB00255,D166710
DB00255,D181500
DB00255,D208700
DB00255,D277350
DB00257,D115300
DB00257,D607499
DB00262,D107650
DB00262,D155100
DB00262,D155600
DB00262,D155601
DB00262,D166710
DB00262,D167320
DB00262,D170900
DB00262,D181500
DB00262,D208700
DB00262,D230800
DB00262,D237500
DB00262,D238800
DB00262,D243200
DB00262,D248190
DB00262,D254800
DB00262,D267730
DB00262,D268220
DB00262,D277350
DB00262,D300425
DB00262,D601626
DB00262,D608320
DB00264,D102100
DB00264,D102300
DB00264,D102400
DB00264,D102500
DB00264,D103100
DB00264,D103230
DB00264,D103285
DB00264,D103780
DB00264,D104130
DB00264,D104300
DB00264,D104310
DB00264,D106100
DB00264,D106400
DB00264,D107320
DB00264,D107550
DB00264,D107650
DB00264,D109100
DB00264,D109200
DB00264,D109350
DB00264,D109543
DB00264,D109800
DB00264,D110100
DB00264,D113610
DB00264,D113800
DB00264,D114480
DB00264,D114500
DB00264,D114550
DB00264,D114580
DB00264,D115000
DB00264,D115195
DB00264,D115300
DB00264,D115645
DB00264,D119500
DB00264,D121200
DB00264,D121201
DB00264,D124200
DB00264,D125310
DB00264,D125320
DB00264,D125600
DB00264,D125700
DB00264,D125850
DB00264,D125851
DB00264,D125852
DB00264,D125853
DB00264,D126200
DB00264,D127350
DB00264,D127750
DB00264,D128101
DB00264,D131200
DB00264,D131300
DB00264,D131440
DB00264,D132090
DB00264,D132100
DB00264,D132300
DB00264,D133239
DB00264,D133600
DB00264,D133690
DB00264,D134430
DB00264,D134500
DB00264,D134510
DB00264,D134520
DB00264,D134600
DB00264,D134750
DB00264,D135550
DB00264,D136200
DB00264,D137215
DB00264,D137400
DB00264,D137580
DB00264,D137750
DB00264,D137760
DB00264,D137800
DB00264,D138800
DB00264,D140300
DB00264,D140600
DB00264,D140850
DB00264,D143100
DB00264,D143465
DB00264,D143500
DB00264,D143880
DB00264,D143890
DB00264,D144010
DB00264,D144110
DB00264,D144250
DB00264,D144400
DB00264,D144650
DB00264,D144700
DB00264,D145100
DB00264,D145200
DB00264,D145500
DB00264,D145590
DB00264,D145600
DB00264,D145750
DB00264,D146110
DB00264,D146200
DB00264,D146255
DB00264,D146500
DB00264,D146700
DB00264,D146850
DB00264,D147480
DB00264,D147530
DB00264,D147540
DB00264,D148000
DB00264,D148100
DB00264,D150600
DB00264,D151380
DB00264,D151400
DB00264,D151590
DB00264,D152700
DB00264,D153800
DB00264,D153880
DB00264,D154275
DB00264,D154276
DB00264,D155100
DB00264,D155600
DB00264,D155601
DB00264,D156000
DB00264,D156190
DB00264,D157300
DB00264,D157700
DB00264,D157950
DB00264,D158280
DB00264,D160300
DB00264,D160750
DB00264,D161400
DB00264,D161900
DB00264,D164230
DB00264,D165150
DB00264,D165199
DB00264,D165720
DB00264,D166300
DB00264,D166710
DB00264,D166760
DB00264,D167320
DB00264,D167870
DB00264,D168100
DB00264,D168600
DB00264,D168601
DB00264,D170900
DB00264,D171300
DB00264,D173200
DB00264,D174800
DB00264,D175100
DB00264,D175505
DB00264,D176800
DB00264,D176807
DB00264,D178600
DB00264,D179600
DB00264,D181000
DB00264,D181460
DB00264,D181500
DB00264,D182000
DB00264,D182280
DB00264,D182830
DB00264,D184700
DB00264,D187360
DB00264,D187950
DB00264,D188030
DB00264,D188050
DB00264,D188470
DB00264,D188890
DB00264,D189600
DB00264,D189800
DB00264,D190300
DB00264,D190310
DB00264,D190400
DB00264,D191100
DB00264,D191390
DB00264,D191800
DB00264,D192000
DB00264,D192200
DB00264,D193200
DB00264,D193400
DB00264,D194070
DB00264,D194200
DB00264,D200170
DB00264,D202370
DB00264,D202400
DB00264,D203700
DB00264,D205700
DB00264,D206200
DB00264,D208085
DB00264,D208230
DB00264,D208300
DB00264,D208550
DB00264,D208700
DB00264,D208750
DB00264,D208920
DB00264,D209850
DB00264,D210050
DB00264,D211980
DB00264,D212050
DB00264,D212110
DB00264,D212112
DB00264,D212130
DB00264,D212140
DB00264,D212350
DB00264,D215140
DB00264,D215470
DB00264,D217150
DB00264,D217200
DB00264,D218200
DB00264,D218800
DB00264,D219700
DB00264,D219750
DB00264,D219800
DB00264,D220100
DB00264,D220120
DB00264,D222100
DB00264,D223350
DB00264,D225740
DB00264,D225755
DB00264,D226000
DB00264,D226150
DB00264,D227300
DB00264,D230450
DB00264,D230800
DB00264,D230900
DB00264,D231000
DB00264,D231090
DB00264,D231200
DB00264,D231900
DB00264,D233100
DB00264,D233810
DB00264,D234700
DB00264,D236000
DB00264,D237450
DB00264,D237500
DB00264,D238800
DB00264,D239350
DB00264,D240200
DB00264,D240400
DB00264,D241100
DB00264,D241519
DB00264,D242100
DB00264,D243200
DB00264,D246300
DB00264,D246400
DB00264,D246470
DB00264,D247200
DB00264,D247640
DB00264,D248190
DB00264,D249100
DB00264,D250790
DB00264,D252320
DB00264,D254200
DB00264,D254400
DB00264,D254450
DB00264,D254500
DB00264,D254770
DB00264,D254800
DB00264,D255900
DB00264,D256370
DB00264,D256700
DB00264,D257200
DB00264,D257220
DB00264,D258360
DB00264,D259050
DB00264,D259500
DB00264,D259660
DB00264,D260300
DB00264,D260480
DB00264,D260570
DB00264,D260970
DB00264,D261100
DB00264,D261515
DB00264,D263300
DB00264,D263800
DB00264,D264120
DB00264,D264700
DB00264,D265400
DB00264,D266120
DB00264,D266600
DB00264,D267730
DB00264,D267740
DB00264,D268220
DB00264,D268320
DB00264,D270960
DB00264,D273300
DB00264,D273800
DB00264,D275000
DB00264,D276300
DB00264,D277350
DB00264,D277440
DB00264,D277460
DB00264,D277480
DB00264,D277730
DB00264,D277900
DB00264,D278200
DB00264,D300100
DB00264,D300125
DB00264,D300136
DB00264,D300232
DB00264,D300425
DB00264,D300491
DB00264,D300494
DB00264,D300495
DB00264,D300496
DB00264,D303110
DB00264,D304790
DB00264,D304900
DB00264,D305300
DB00264,D307700
DB00264,D308205
DB00264,D308350
DB00264,D308600
DB00264,D310468
DB00264,D311360
DB00264,D312910
